str_no_string|NO STRING!
str_npc6_morality_speech|请 原 谅 ， {先 生 /夫 人 }。 你 也 知 道 ， 我 加 入 队 伍 ， 为 的 是 纠 正 错 误 ， 保 护 无 辜 者 ， 并 且 弥 补 我 之 前 的 罪 过 。 我 不 希 望 {s21}。 
str_npc7_morality_speech|长 官 ， 我 不 希 望 看 到 我 们 {s21}。 那 些 是 强 盗 行 径 ， 完 全 不 考 虑 兄 弟 们 的 感 受 。 
str_npc8_morality_speech|看 到 你 决 定 去 {s21}我 很 不 爽 。 参 加 战 斗 是 一 种 荣 誉 ， 但 在 一 个 懦 夫 指 挥 的 兵 团 中 战 斗 是 一 种 耻 辱 。 
str_npc9_morality_speech|{先 生 /夫 人 }， 这 不 是 我 对 待 {s21}的 方 式 。 我 们 家 族 的 人 可 以 接 受 死 亡 ， 但 不 能 接 受 耻 辱 。 请 不 要 让 我 在 你 手 下 蒙 羞 。 
str_npc10_morality_speech|抱 歉 ， 长 官 。 我 非 常 不 愿 意 看 到 我 们 {s21}。 那 只 是 一 些 单 纯 的 人 们 ， 努 力 要 生 存 下 去 。 如 果 我 们 能 够 试 着 善 待 这 些 穷 困 的 不 幸 者 ， 长 官 ， 我 觉 得 会 更 好 些 。 
str_npc11_morality_speech|抱 歉 ， 长 官 。 我 们 {s21}不 是 很 好 。 我 在 军 队 和 佣 兵 团 有 30 年 了 ， 士 兵 对 长 官 的 最 低 期 望 就 是 养 活 他 们 ， 支 付 他 们 军 饷 ， 还 有 尽 {他 /她 }最 大 的 努 力 去 保 护 他 们 尸 首 的 完 整 。 
str_npc12_morality_speech|长 官 ， 我 不 想 看 到 我 们 {s21}。 作 为 一 个 武 士 而 不 是 强 盗 来 祈 祷 ， 让 我 们 试 着 去 表 示 多 一 点 怜 悯 吧 。 
str_npc13_morality_speech|长 官 ， 如 果 我 们 可 以 避 免 的 话 ， 我 更 倾 向 于 不 去 {s21}。 日 本 是 个 小 地 方 ， 并 且 一 个 人 的 名 声 很 珍 贵 。 我 不 喜 欢 我 的 对 手 用 挖 苦 的 口 气 ， 提 到 最 近 这 个 不 幸 的 事 件 。 
str_npc14_morality_speech|我 不 在 意 {s21}。 不 过 ， 没 有 哪 个 有 着 懦 夫 名 声 的 人 可 以 震 慑 住 他 的 手 下 。 
str_npc15_morality_speech|{先 生 /夫 人 }， 你 也 知 道 我 的 看 法 ， 任 何 理 智 的 领 导 者 都 不 会 让 他 的 队 伍 去 {s21}。 希 望 你 别 介 意 我 的 直 率 。 
str_npc16_morality_speech|长 官 ， 我 不 想 去 {s21}。 还 有 那 么 多 喉 咙 没 割 。 。 。 我 真 的 不 敢 苟 同 你 
str_npc17_morality_speech|我 真 的 不 赞 成 你 {s21}.
str_npc18_morality_speech|船 长 ， 我 不 想 看 到 我 们 {s21}。 我 准 备 当 战 士 ， 但 不 是 强 盗 .
str_npc19_morality_speech|该 死 ， {先 生 /女 士 } 你 真 是 太 好 了 {s21}
str_npc20_morality_speech|船 长 ， 我 不 在 乎 你 {s21}。 为 了 生 存 ， 你 应 该 做 你 需 要 做 的 一 切 。 
str_npc21_morality_speech|{先 生 /夫 人 }, 我 同 意 你 {s21}。 我 说 ， 活 着 就 是 为 了 再 吃 一 天 
str_npc22_morality_speech|船 长 我 不 喜 欢 {s21}。 我 喜 欢 把 活 做 完 。 
str_npc23_morality_speech|我 不 希 望 你 做 出 {s21}. 那 是 可 耻 的 
str_npc1_2ary_morality_speech|老 板 ， 如 你 所 知 ， 如 果 我 们 {s21}我 一 点 问 题 都 没 有 。 为 明 天 的 战 斗 而 活 着 让 我 觉 得 很 有 意 义 。 
str_npc2_2ary_morality_speech|{先 生 /夫 人 }， 我 不 怎 么 高 兴 我 们 {s21}。 我 是 一 个 武 士 ， 我 们 的 戒 条 里 ， 言 出 就 要 必 行 。 我 不 想 落 下 个 骗 子 的 名 声 ， 那 样 我 宁 愿 切 腹 ， {先 生 /女 士 }。 
str_npc3_2ary_morality_speech|{先 生 /夫 人 }， 我 认 为 你 去 {s21}是 一 个 勇 敢 的 决 定 。 寻 找 途 径 来 避 免 流 血 这 一 点 也 不 羞 耻 。 
str_npc4_2ary_morality_speech|抱 歉 ， 不 管 别 人 说 什 么 ， 我 对 你 {s21}一 点 想 法 也 没 有 。 在 这 种 困 难 时 期 ， 为 了 生 存 你 要 采 用 任 何 必 要 的 手 段 。 
str_npc6_2ary_morality_speech|{先 生 /夫 人 }， 你 可 以 选 择 {s21}， 但 最 好 不 要 参 与 进 去 。 
str_npc9_2ary_morality_speech|长 官 ， 你 {s21}让 我 感 到 很 沮 丧 。 一 个 像 你 这 样 的 {绅 士 /淑 女 }， 应 该 时 刻 展 示 出 最 高 水 准 的 荣 誉 。 
str_npc10_2ary_morality_speech|{先 生 /女 士 }， 我 不 想 看 到 我 们 {s21}。 你 应 该 对 你 的 人 好 一 点 ， 他 们 将 会 回 报 你 更 多 。 
str_npc14_2ary_morality_speech|长 官 ， 你 不 应 该 为 {s21}的 事 情 困 扰 。 军 队 为 领 导 者 的 命 令 而 存 在 ， 艰 苦 也 是 战 士 生 命 的 组 成 部 分 。 
str_npc15_2ary_morality_speech|你 知 道 的 ， {playername}朋 友 ， 看 你 刚 才 如 何 {s21}让 人 极 为 不 安 。 如 果 你 能 对 他 们 违 背 诺 言 ， 那 你 也 能 对 我 违 背 诺 言 ， 这 就 是 我 所 理 解 到 的 。 
str_npc16_2ary_morality_speech|长 官 ， 正 如 你 所 知 的 ， {s21}对 我 来 说 没 有 问 题 。 我 们 做 我 们 活 下 去 需 要 做 的 事 。 如 果 交 换 立 场 ， 他 们 也 会 对 我 们 做 同 样 的 事 。 
str_npc17_2ary_morality_speech|如 果 我 们 {s21}， 我 没 问 题 。 活 着 去 战 斗 吧 。 
str_npc19_2ary_morality_speech|天 哪 ， 我 们 刚 刚 {s21}吗 ？ 主 啊 ， 我 就 知 道 这 会 发 生 。 天 哪 。 
str_npc20_2ary_morality_speech|船 长 ， 任 何 指 挥 官 都 不 应 该 让 他 的 连 队 {s21}。 我 希 望 你 不 介 意 我 这 么 说 。 
str_npc1_personalityclash_speech|长 官 ， 不 敢 冒 犯 ， 但 我 有 点 厌 倦 {s11}， 像 她 那 样 摆 架 子 ， 似 乎 她 是 比 你 谦 逊 的 仆 人 小 次 郎 更 高 贵 的 大 人 物 。 
str_npc2_personalityclash_speech|{先 生 /夫 人 }， 正 如 你 所 记 得 的 ， 在 和 你 签 约 之 前 ， 我 曾 是 一 个 家 臣 。 是 一 名 地 位 更 高 的 领 主 的 仆 人 。 
str_npc3_personalityclash_speech|长 官 ， 在 我 看 来 ， {s11}是 一 个 铁 石 心 肠 残 忍 无 比 的 人 。 他 说 只 需 要 殴 打 ， 鞭 抽 ， 斩 首 他 的 战 友 ， 就 能 让 他 们 成 材 。 
str_npc4_personalityclash_speech|{先 生 /夫 人 }。 梦 想 家 族 是 日 本 这 一 地 区 最 古 老 最 受 尊 敬 的 家 族 之 一 ， 根 据 可 考 证 的 记 载 ， 它 的 历 史 可 以 追 溯 到 平 安 时 代 。 然 而 {s11}公 开 表 示 对 我 的 不 尊 敬 ， 并 且 对 神 道 梦 想 杖 术 产 生 怀 疑 。 
str_npc5_personalityclash_speech|占 用 你 一 点 时 间 ， 长 官 。 {s11}似 乎 认 为 我 是 一 个 普 通 的 土 匪 ， 只 是 因 为 我 不 是 世 袭 武 士 阶 层 的 一 部 分 
str_npc6_personalityclash_speech|抱 歉 ， {先 生 /夫 人 }， 但 我 不 能 再 保 持 沉 默 了 。 那 个 妓 女 ， {s11}， 每 次 她 看 到 我 她 就 用 农 民 用 来 避 退 恶 鬼 的 一 种 手 势 ， ， 用 她 的 五 个 手 指 指 着 我 。 
str_npc7_personalityclash_speech|长 官 ， 我 已 经 很 努 力 地 去 忍 受 你 同 伴 粗 鲁 的 谈 话 和 不 洁 的 习 惯 。 但 是 有 个 自 称 是 {s11}的 家 伙 已 经 超 出 我 的 忍 耐 限 度 了 。 
str_npc8_personalityclash_speech|正 如 你 所 知 ， 我 不 能 再 忍 受 那 个 无 礼 的 异 教 徒 {s11}了 。 几 分 钟 前 ， 我 在 对 我 们 的 同 伴 说 他 们 崇 拜 的 神 灵 和 所 谓 的 佛 陀 实 际 上 是 来 自 地 狱 的 恶 魔 ， 而 你 们 的 神 道 只 是 原 始 的 迷 信 。 
str_npc9_personalityclash_speech|先 生 ， {s11} 是 一 个 残 忍 而 又 邪 恶 的 女 人 ， 我 通 过 我 讨 厌 的 继 母 认 识 她 ， 她 是 一 个 觊 觎 我 地 位 的 表 亲 ， 我 一 直 忍 受 她 ， 但 自 从 我 在 你 手 下 服 役 开 始 ， 她 就 不 停 嘲 笑 我 。 
str_npc10_personalityclash_speech|打 搅 了 ， 长 官 。 我 很 讨 厌 因 为 这 些 事 情 打 搅 你 ， 但 我 就 是 想 让 你 知 道 我 再 也 不 能 忍 受 权 之 助 那 家 伙 了 ， 这 人 自 称 为 宗 师 。 
str_npc11_personalityclash_speech|抱 歉 ， 长 官 ， 但 我 不 能 继 续 保 持 沉 默 了 。 那 个 家 伙 ， {s11}， 她 真 是 烦 透 了 ！ 
str_npc12_personalityclash_speech|主 人 ， 那 个 野 蛮 人 女 孩 {s11}， 抱 怨 自 己 头 疼 ， 我 想 给 她 吃 点 中 药 试 试 
str_npc13_personalityclash_speech|长 官 ， 我 厌 倦 了 {s11}， 那 家 伙 不 讲 别 的 ， 成 天 就 是 荣 誉 和 武 艺 那 点 东 西 。 
str_npc14_personalityclash_speech|对 不 起 ， 长 官 。 几 分 钟 前 ， 我 曾 经 表 示 过 随 时 抽 打 士 兵 和 偶 尔 的 斩 首 对 保 持 士 兵 的 秩 序 至 关 重 要 。 对 指 挥 官 没 有 恐 惧 的 人 可 能 随 时 作 鸟 兽 散 。 
str_npc15_personalityclash_speech|打 搅 了 ， 希 望 你 不 会 介 意 我 谈 谈 我 的 看 法 ， 那 个 女 孩 {s11}对 我 们 团 队 是 个 危 险 ， 她 就 是 个 野 孩 子 ， 完 全 不 尊 重 武 士 道 的 权 威 和 原 则 。 
str_npc16_personalityclash_speech|哦 ， 长 官 。 你 也 知 道 ， 有 些 关 于 {s11}的 可 笑 之 事 。 他 在 地 上 乱 涂 乱 画 ， 还 一 个 人 嘀 嘀 咕 咕 的 。 
str_npc17_personalityclash_speech|我 不 能 处 理 {s11} ！ 甚 至 连 出 生 在 蒙 古 包 里 都 不 能 原 谅 她 缺 乏 礼 貌 ！ 她 拒 绝 在 行 军 一 天 后 给 我 端 茶 ， 也 拒 绝 帮 我 洗 衣 服 ， 即 使 我 礼 貌 地 问 她 。 
str_npc18_personalityclash_speech|长 官 ！ {s11} 无 可 救 药 ！ 他 总 是 让 我 给 他 做 家 务 ， 还 对 我 叨 叨 叨 说 个 没 完 ， 而 我 提 出 的 意 见 就 像 是 耳 旁 风 。 在 他 眼 里 我 好 像 不 是 人 ， 是 天 生 的 马 骡 ！ 
str_npc19_personalityclash_speech|{playername}, 他 妈 的 {s11}是 不 是 脑 子 有 问 题 ？ 我 刚 才 ， 就 站 在 那 ， 挥 舞 着 我 的 长 剑 一 边 左 劈 右 砍 ， 嘴 里 还 说 着 我 老 朋 友 阿 诺 的 经 典 台 词 ， 突 然 砰 的 一 声 ， 她 抓 住 我 的 肩 膀 ， 尖 声 的 对 我 说 了 一 句 “尊 重 ”。 
str_npc20_personalityclash_speech|老 大 ， 如 果 你 不 尽 快 处 理 {s11} , 他 就 会 被 一 把 利 刃 穿 胸 而 过 。 我 刚 才 从 他 身 边 走 过 的 时 候 ， 他 用 低 声 咕 哝 着 朝 鲜 话 辱 骂 我 ， 我 懂 朝 鲜 话 。 
str_npc21_personalityclash_speech|队 长 ， 你 知 道 {s11} 是 一 个 海 盗 吗 ？ 
str_npc22_personalityclash_speech|{酋 长 /女 祭 }, {s11} 令 人 无 法 忍 受 。 每 当 我 靠 近 他 时 ， 他 总 是 紧 紧 的 抓 着 他 的 战 利 品 ， 并 在 我 面 前 画 十 字 。 
str_npc23_personalityclash_speech|队 长 , 我 对 {s11} 的 耐 心 正 在 消 磨 殆 尽 。 当 我 分 享 十 字 军 东 征 历 史 ， 以 摆 脱 這 片 土 地 上 的 罪 恶 ， 并 在 整 个 日 本 传 播 主 的 福 音 时 ， 我 被 非 常 粗 鲁 地 被 打 断 了 。 
str_npc1_personalityclash_speech_b|她 不 过 是 个 土 匪 ， 就 像 我 一 样 。 所 以 正 如 她 刚 才 所 做 的 ， 她 没 资 格 跟 我 说 要 我 跟 她 保 持 距 离 。 
str_npc2_personalityclash_speech_b|尽 管 如 此 ， {s11} 有 多 了 解 我 。 我 自 己 还 是 个 武 士 身 份 ， 不 是 洗 衣 妇 。 
str_npc3_personalityclash_speech_b|我 知 道 军 队 不 是 幼 儿 园 ， 严 格 的 纪 律 很 重 要 。 但 是 我 也 相 信 人 们 因 为 残 忍 而 享 受 残 忍 。 希 望 你 别 介 意 我 这 么 说 。 
str_npc4_personalityclash_speech_b|{先 生 /女 士 }， 如 果 允 许 普 通 人 嘲 笑 他 们 的 上 司 ， 这 真 是 令 人 遗 憾 的 日 子 。 仅 此 而 已 。 
str_npc5_personalityclash_speech_b|我 告 诉 他 如 果 武 士 之 路 让 他 如 此 困 扰 ， 那 么 他 应 该 去 干 别 的 活 ， 不 必 因 此 而 困 扰 。 希 望 你 别 介 意 我 说 这 些 事 。 
str_npc6_personalityclash_speech_b|她 显 然 不 喜 欢 佛 教 或 正 义 ， 但 我 应 该 被 更 好 的 对 待 而 不 是 成 为 某 种 巫 术 迷 信 的 对 象 。 我 想 这 你 该 知 道 。 
str_npc7_personalityclash_speech_b|我 不 在 意 他 在 饭 后 的 营 火 周 围 如 何 剔 着 牙 齿 瞪 我 。 从 这 些 天 相 处 下 来 ， 我 确 认 他 就 是 个 土 匪 ， 下 作 又 愚 昧 无 知 。 我 不 喜 欢 和 这 种 人 一 起 旅 行 。 
str_npc8_personalityclash_speech_b|{s11}， 那 种 厚 颜 无 耻 的 字 眼 ， 无 意 中 听 到 我 说 我 无 知 、 野 蛮 ， 还 有 其 他 我 不 想 重 复 的 话 。 只 是 出 于 对 你 的 尊 重 ， 我 当 时 没 有 割 断 他 的 喉 咙 。 我 认 为 我 应 该 警 告 你 。 
str_npc9_personalityclash_speech_b|如 果 她 继 续 这 样 ， 我 会 告 诉 她 ， 她 是 一 个 卑 鄙 的 妓 女 ， 如 果 戳 到 她 的 痛 处 ， 我 不 会 道 歉 。 就 这 些 ， {先 生 /女 士 }。 
str_npc10_personalityclash_speech_b|对 我 来 说 ， 他 就 是 一 个 头 脑 简 单 的 土 匪 。 梦 想 家 ， 切 ！ 真 正 的 武 士 已 经 够 坏 的 了 ， 但 这 些 装 作 武 士 的 更 是 让 人 完 全 无 法 忍 受 。 不 管 怎 么 样 ， 我 刚 才 说 的 可 能 对 他 有 点 刻 薄 。 他 还 试 图 冒 犯 ， 我 想 你 应 该 知 道 。 
str_npc11_personalityclash_speech_b|这 个 佛 陀 ， 那 个 经 书 我 。 我 不 喜 欢 她 ， 不 想 和 他 呆 在 一 起 。 很 抱 歉 打 扰 你 。 
str_npc12_personalityclash_speech_b|当 我 试 图 治 疗 他 时 ， 他 退 缩 了 ， 打 了 我 ， 并 指 责 我 有 巫 术 。 {兄 弟 /姐 妹 } 我 对 这 种 忘 恩 负 义 、 无 知 的 人 的 抱 怨 感 到 非 常 厌 倦 。 
str_npc13_personalityclash_speech_b|美 德 固 然 很 好 ， 但 它 并 不 是 人 生 唯 一 值 得 追 求 的 目 标 。 就 我 个 人 而 言 ， 我 从 不 相 信 任 何 一 个 女 人 ， 她 至 少 有 一 次 在 沟 渠 里 喝 醉 了 醒 来 ， 或 者 被 情 人 的 拖 鞋 打 过 。 
str_npc14_personalityclash_speech_b|外 国 人 认 为 这 是 对 我 的 警 告 。 我 不 会 让 人 在 士 兵 面 前 质 疑 我 的 方 法 ， 我 也 不 会 为 任 何 在 连 队 中 容 忍 这 种 不 服 从 命 令 的 指 挥 官 服 务 。 谢 谢 你 允 许 我 说 出 我 的 心 声 。 
str_npc15_personalityclash_speech_b|更 重 要 的 是 ， 我 怀 疑 此 人 是 背 信 弃 义 之 徒 ， 我 向 他 发 出 决 斗 ， 他 却 在 开 始 前 用 剑 将 我 击 倒 。 他 没 有 荣 誉 感 ， 一 个 明 智 长 官 是 不 会 让 他 继 续 呆 在 队 伍 中 的 。 
str_npc16_personalityclash_speech_b|他 的 悲 情 故 事 听 得 我 耳 朵 长 茧 子 ， 关 于 忠 武 的 抱 怨 让 我 心 烦 意 乱 。 他 痴 迷 于 武 士 道 准 则 ， 仿 佛 它 是 一 件 值 得 尊 敬 的 真 实 事 物 ， 而 不 仅 仅 是 一 个 无 聊 的 官 僚 装 腔 作 势 制 定 的 抽 象 理 想 。 我 把 这 话 和 他 一 说 ， 他 立 刻 就 急 了 ， 拔 剑 向 我 发 出 决 斗 。 我 很 乐 意 在 他 没 动 手 之 前 就 宰 了 他 ， 但 我 知 道 你 不 会 喜 欢 的 ， 所 以 我 只 是 打 了 他 一 下 ， 让 他 闭 嘴 。 但 如 果 他 再 跟 我 扯 那 套 废 话 ， 我 就 要 他 的 头 了 。 
str_npc17_personalityclash_speech_b|从 现 在 起 ， 我 再 也 不 会 帮 她 了 ， 不 管 我 曾 经 试 着 帮 助 过 她 少 次 。 但 现 在 这 种 情 况 肯 定 是 处 不 下 去 了 ， 如 果 你 不 纠 正 她 的 行 为 ， 我 就 会 自 己 想 办 法 把 她 给 撵 走 。 
str_npc18_personalityclash_speech_b|我 一 开 始 还 能 忍 受 ， 但 现 在 我 对 他 已 经 无 计 可 施 了 。 如 果 他 继 续 我 行 我 素 ， 我 可 能 会 突 然 向 他 发 起 决 斗 ， 懦 夫 必 然 不 会 接 受 。 这 意 味 着 我 要 当 场 砍 下 他 的 头 ！ 
str_npc19_personalityclash_speech_b|这 是 几 个 意 思 ？ 我 要 把 他 们 都 给 宰 喽 ， 我 还 要 被 不 尊 重 到 什 么 时 候 。 
str_npc20_personalityclash_speech_b|他 一 直 试 图 拿 我 们 各 自 国 家 的 区 别 争 论 以 此 来 刺 激 我 ， 但 我 并 不 在 乎 ！ 我 这 是 。 。 。 对 ， 我 不 在 乎 。 他 说 的 那 些 都 该 是 宫 里 的 太 监 和 王 公 们 说 的 话 ,和 平 民 有 什 么 关 系 。 而 且 最 重 要 的 ， 朝 鲜 和 中 国 是 盟 友 ， 不 是 它 的 一 部 分 !
str_npc21_personalityclash_speech_b|Susmaryosep!(宿 务 语 ， 气 死 偶 嘞 )都 是 因 为 那 些 杂 碎 海 盗 我 才 沦 落 至 此 ， 长 官 你 打 算 怎 么 处 置 她 。 
str_npc22_personalityclash_speech_b|我 知 道 最 后 那 是 什 么 意 思 ， 因 我 并 不 无 知 ， 我 以 前 就 遇 见 过 基 督 徒 。 他 怎 么 了 ？ 
str_npc23_personalityclash_speech_b|{s11}, 那 个 邪 恶 的 异 教 徒 ， 无 意 中 听 到 了 我 的 话 ， 并 斥 责 了 我 的 “ 不 宽 容 ” 。 只 有 通 过 我 对 圣 灵 的 冥 想 ， 我 才 避 免 在 他 站 立 的 地 方 把 他 切 成 两 半 。 你 不 应 该 在 你 的 军 队 里 继 续 保 持 这 种 傲 慢 。 
str_npc1_personalityclash2_speech|队 长 。 我 不 太 喜 欢 {s11}。 
str_npc2_personalityclash2_speech|{先 生 /夫 人 }。 如 果 你 不 介 意 ， 我 宁 愿 不 被 安 放 在 {s11}旁 ， 在 上 一 场 战 斗 结 束 后 他 对 我 说 。 
str_npc3_personalityclash2_speech|{先 生 /夫 人 }。 自 从 我 加 入 你 的 队 伍 以 后 ， 我 努 力 的 学 习 如 何 像 一 个 武 士 一 样 的 生 活 ， 和 如 何 去 尊 重 武 士 道 。 如 果 我 偶 尔 犯 了 错 误 ， 我 希 望 能 被 原 谅 。 
str_npc4_personalityclash2_speech|{先 生 /夫 人 }。 我 需 要 转 达 一 些 话 给 {s11}当 我 们 正 在 分 配 战 利 品 的 时 候 。 请 告 诉 他 当 她 跟 我 说 话 的 时 候 ， 她 应 该 叫 我 “梦 想 大 师 ” 或 者 “ 梦 想 权 之 助 大 师 ” ， 或 “ 宗 师 ” ， 但 最 好 不 要 直 接 叫 梦 想 权 之 助 。 
str_npc5_personalityclash2_speech|队 长 。 {s11}该 闭 嘴 了 ， 我 想 切 掉 他 的 舌 头 。 
str_npc6_personalityclash2_speech|队 长 。 你 看 到 {s11}在 上 次 战 斗 中 的 表 现 了 么 ？ 他 虐 待 那 些 倒 在 战 场 上 的 无 助 的 敌 人 ， 嘲 弄 他 们 的 出 身 ， 他 们 的 愚 蠢 ， 嘲 笑 他 们 与 我 们 作 战 的 愚 蠢 。 
str_npc7_personalityclash2_speech|队 长 ， 我 正 在 想 我 在 哪 里 见 过 {s11}， 一 个 自 称 为 宗 师 的 人 。 哦 对 ， 我 在 上 次 战 斗 中 看 到 过 他 ， 我 突 然 想 起 来 了 。 他 是 一 个 好 的 战 士 ， 但 是 他 的 行 为 很 邪 恶 。 
str_npc8_personalityclash2_speech|队 长 。 {s11}是 我 见 过 最 无 理 最 傲 慢 的 海 盗 。 我 试 着 去 保 持 礼 貌 和 友 好 ， 但 她 拒 绝 了 我 的 好 意 。 
